Events CW1&2,Events CW1&2&3,Temperature[C],Pressure[Pa],Date[MM/DD/YYYY],RTC[H:M:S EST],Timer[S],Latitude,Longitude,Altitude[m],Sats,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Mag x,Mag y,Mag z,Battery[]
14474,10623,18.18,10799.95,5/31/2026,23:42:07.101,5801.596636957371,40.18176,-77.81081,15889.1,13,-1.00379,16.33101,12.78126,3.51858,4.09402,1.74585,-82.66589,25.22654,-108.81322,61
14474,10624,18.18,10799.95,5/31/2026,23:42:07.101,5801.61714495737,40.18176,-77.81081,15889.1,13,-1.00379,16.33101,12.78126,3.51858,4.09402,1.74585,-82.66589,25.22654,-108.81322,61
14475,10624,18.18,10796.2,5/31/2026,23:42:07.158,5801.653277957371,40.18176,-77.81081,15889.1,13,-7.35075,36.87579,11.54537,4.09158,2.04151,8.21369,-96.43379,35.45747,-100.26308,61
14475,10625,18.18,10796.2,5/31/2026,23:42:07.158,5801.67378495737,40.18176,-77.81081,15889.1,13,-7.35075,36.87579,11.54537,4.09158,2.04151,8.21369,-96.43379,35.45747,-100.26308,61
14476,10625,18.17,10791.36,5/31/2026,23:42:07.254,5801.748980957371,40.18176,-77.81081,15889.1,13,-4.52004,39.16333,15.92065,-0.11118,1.61757,3.47949,-108.74013,47.25227,-96.91611,61
14476,10626,18.17,10791.36,5/31/2026,23:42:07.254,5801.770464957371,40.18176,-77.81081,15889.1,13,-4.52004,39.16333,15.92065,-0.11118,1.61757,3.47949,-108.74013,47.25227,-96.91611,61
14477,10626,18.17,10784.6,5/31/2026,23:42:07.431,5801.92573895737,40.18176,-77.81081,15889.1,13,-6.04786,14.69313,4.19582,-1.20707,0.36408,6.06589,-116.16486,80.26893,-110.24554,61
14478,10626,18.18,10786.14,5/31/2026,23:42:07.531,5802.026323957371,40.18176,-77.81081,15889.1,13,-6.55035,8.03031,5.34317,-1.1692,2.4288,2.67192,-107.84857,92.69219,-117.99181,61
14478,10627,18.18,10786.14,5/31/2026,23:42:07.531,5802.049761957371,40.18176,-77.81081,15889.1,13,-6.55035,8.03031,5.34317,-1.1692,2.4288,2.67192,-107.84857,92.69219,-117.99181,61
14479,10627,18.17,10785.7,5/31/2026,23:42:07.584,5802.079058957371,40.18176,-77.81081,15889.1,13,-4.60499,5.14457,5.06202,-2.46301,2.42147,5.30842,-96.78456,103.23005,-122.14265,61
14479,10628,18.17,10785.7,5/31/2026,23:42:07.584,5802.09956695737,40.18176,-77.81081,15889.1,13,-4.60499,5.14457,5.06202,-2.46301,2.42147,5.30842,-96.78456,103.23005,-122.14265,61
14480,10628,18.17,10783.66,5/31/2026,23:42:07.772,5802.26753495737,40.18176,-77.81081,15889.1,13,-0.31705,1.60558,5.15414,0.15394,4.82217,2.33595,-47.61765,107.92166,-108.65244,61
14480,10629,18.17,10783.66,5/31/2026,23:42:07.772,5802.288042957371,40.18176,-77.81081,15889.1,13,-0.31705,1.60558,5.15414,0.15394,4.82217,2.33595,-47.61765,107.92166,-108.65244,61
14481,10629,18.17,10780.86,5/31/2026,23:42:07.825,5802.32026995737,40.18176,-77.81081,15889.1,13,-0.55394,2.40838,5.3671,0.14416,5.16303,1.53572,-39.59369,106.98626,-101.75387,61
14481,10630,18.17,10780.86,5/31/2026,23:42:07.825,5802.340777957371,40.18176,-77.81081,15889.1,13,-0.55394,2.40838,5.3671,0.14416,5.16303,1.53572,-39.59369,106.98626,-101.75387,61
14482,10630,18.17,10783.28,5/31/2026,23:42:07.886,5802.38081695737,40.18176,-77.81081,15889.1,13,-1.24905,4.51526,5.11107,-0.07086,5.41227,1.11788,-36.30517,102.20695,-89.62292,61
14482,10631,18.17,10783.28,5/31/2026,23:42:07.886,5802.40230095737,40.18176,-77.81081,15889.1,13,-1.24905,4.51526,5.11107,-0.07086,5.41227,1.11788,-36.30517,102.20695,-89.62292,61
14483,10631,18.17,10778.44,5/31/2026,23:42:08.385,5802.827105957371,40.18156,-77.81069,15894.9,13,1.22393,-1.65703,3.60598,-0.1124,5.39272,4.39945,-103.81467,63.59252,-58.27243,61
14483,10632,18.17,10778.44,5/31/2026,23:42:08.385,5802.84761395737,40.18156,-77.81069,15894.9,13,1.22393,-1.65703,3.60598,-0.1124,5.39272,4.39945,-103.81467,63.59252,-58.27243,61
14484,10632,18.17,10779.27,5/31/2026,23:42:08.440,5802.88276995737,40.18156,-77.81069,15894.9,13,-0.58505,0.38285,3.50788,-1.92789,5.70915,2.74156,-112.30634,69.86261,-73.09267,61
14484,10633,18.17,10779.27,5/31/2026,23:42:08.440,5802.903277957371,40.18156,-77.81069,15894.9,13,-0.58505,0.38285,3.50788,-1.92789,5.70915,2.74156,-112.30634,69.86261,-73.09267,61
14485,10633,18.17,10779.04,5/31/2026,23:42:08.524,5802.96675395737,40.18156,-77.81069,15894.9,13,-2.12124,4.42672,5.76431,-0.4215,6.88567,-0.79657,-117.81642,70.37415,-98.30459,61
14485,10634,18.17,10779.04,5/31/2026,23:42:08.524,5802.98823895737,40.18156,-77.81069,15894.9,13,-2.12124,4.42672,5.76431,-0.4215,6.88567,-0.79657,-117.81642,70.37415,-98.30459,61
14486,10634,18.17,10781.19,5/31/2026,23:42:08.574,5803.016558957371,40.18156,-77.81069,15894.9,13,-4.51765,5.52263,9.6335,0.64141,7.55396,-1.76051,-111.19555,66.32564,-119.32184,61
14486,10635,18.17,10781.19,5/31/2026,23:42:08.574,5803.03706695737,40.18156,-77.81069,15894.9,13,-4.51765,5.52263,9.6335,0.64141,7.55396,-1.76051,-111.19555,66.32564,-119.32184,61
14487,10635,18.17,10777.94,5/31/2026,23:42:08.624,5803.067339957371,40.18156,-77.81069,15894.9,13,-5.77269,6.88415,7.35913,1.2816,7.30839,1.24006,-101.0377,63.18328,-133.67436,61
14487,10636,18.17,10777.94,5/31/2026,23:42:08.624,5803.08784795737,40.18156,-77.81069,15894.9,13,-5.77269,6.88415,7.35913,1.2816,7.30839,1.24006,-101.0377,63.18328,-133.67436,61
14488,10636,18.17,10777.56,5/31/2026,23:42:08.711,5803.15425395737,40.18156,-77.81069,15894.9,13,-2.0674,6.96431,4.17189,-2.52165,6.22838,5.79833,-74.17421,73.70651,-142.8968,61
14488,10637,18.17,10777.56,5/31/2026,23:42:08.711,5803.17573895737,40.18156,-77.81069,15894.9,13,-2.0674,6.96431,4.17189,-2.52165,6.22838,5.79833,-74.17421,73.70651,-142.8968,61
14489,10637,18.16,10778.27,5/31/2026,23:42:08.762,5803.20503495737,40.18156,-77.81069,15894.9,13,-0.78963,9.88475,6.49532,0.26756,6.47395,4.10135,-56.37241,75.05116,-143.49605,61
14489,10638,18.16,10778.27,5/31/2026,23:42:08.762,5803.225542957371,40.18156,-77.81069,15894.9,13,-0.78963,9.88475,6.49532,0.26756,6.47395,4.10135,-56.37241,75.05116,-143.49605,61
14490,10638,18.16,10775.13,5/31/2026,23:42:08.854,5803.29683195737,40.18156,-77.81069,15894.9,13,-2.03988,10.5009,10.14916,3.86067,6.65477,2.50821,-29.24583,54.18006,-122.85881,61
14490,10639,18.16,10775.13,5/31/2026,23:42:08.854,5803.317339957371,40.18156,-77.81069,15894.9,13,-2.03988,10.5009,10.14916,3.86067,6.65477,2.50821,-29.24583,54.18006,-122.85881,61
14491,10639,18.16,10773.48,5/31/2026,23:42:08.938,5803.38081695737,40.18156,-77.81069,15894.9,13,-3.46122,4.65404,10.21137,-4.24185,5.61507,5.23023,-25.81116,39.84215,-104.94007,61
14491,10640,18.16,10773.48,5/31/2026,23:42:08.938,5803.40230095737,40.18156,-77.81069,15894.9,13,-3.46122,4.65404,10.21137,-4.24185,5.61507,5.23023,-25.81116,39.84215,-104.94007,61
14492,10640,18.16,10775.07,5/31/2026,23:42:10.015,5803.457964957371,40.18156,-77.81069,15894.9,13,-1.79581,22.74019,11.74876,4.57782,6.95531,2.10138,-27.50657,37.4598,-77.02425,61
14493,10640,18.17,10774.2,5/31/2026,23:42:08.067,5803.557573957371,40.18156,-77.81069,15894.9,13,-3.68136,35.12185,16.62892,1.63834,5.96449,2.15391,-44.78223,34.96054,-60.45016,61
14493,10641,18.17,10774.2,5/31/2026,23:42:08.067,5803.58003495737,40.18156,-77.81069,15894.9,13,-3.68136,35.12185,16.62892,1.63834,5.96449,2.15391,-44.78223,34.96054,-60.45016,61
14494,10641,18.16,10771.94,5/31/2026,23:42:08.130,5803.620073957371,40.18156,-77.81069,15894.9,13,-2.90848,4.57986,-2.40479,-2.47278,5.27055,1.77517,-64.29407,30.88278,-58.27243,61
14494,10642,18.16,10771.94,5/31/2026,23:42:08.130,5803.641558957371,40.18156,-77.81069,15894.9,13,-2.90848,4.57986,-2.40479,-2.47278,5.27055,1.77517,-64.29407,30.88278,-58.27243,61
14495,10642,18.17,10771.89,5/31/2026,23:42:08.181,5803.66987895737,40.18156,-77.81069,15894.9,13,-4.79402,25.91906,5.5011,-5.71159,5.63218,-1.65422,-68.7226,26.84887,-70.46185,61
14495,10643,18.17,10771.89,5/31/2026,23:42:08.181,5803.690386957371,40.18156,-77.81069,15894.9,13,-4.79402,25.91906,5.5011,-5.71159,5.63218,-1.65422,-68.7226,26.84887,-70.46185,61
14496,10643,18.16,10769.14,5/31/2026,23:42:08.289,5803.77925395737,40.18156,-77.81069,15894.9,13,3.47079,22.99981,0.27996,-1.58825,2.27242,1.8888,-85.04823,24.86115,-84.75591,61
14496,10644,18.16,10769.14,5/31/2026,23:42:08.289,5803.799761957371,40.18156,-77.81069,15894.9,13,3.47079,22.99981,0.27996,-1.58825,2.27242,1.8888,-85.04823,24.86115,-84.75591,61
14497,10644,18.16,10765.07,5/31/2026,23:42:08.398,5803.88862895737,40.18156,-77.81069,15894.9,13,-16.80479,28.10011,16.36093,-1.3439,3.03967,2.91749,-72.85881,27.75504,-112.43788,61
14497,10645,18.16,10765.07,5/31/2026,23:42:08.398,5803.91011395737,40.18156,-77.81069,15894.9,13,-16.80479,28.10011,16.36093,-1.3439,3.03967,2.91749,-72.85881,27.75504,-112.43788,61
14498,10645,18.16,10763.14,5/31/2026,23:42:08.472,5803.961870957371,40.18156,-77.81069,15894.9,13,-6.47259,39.16333,27.59762,-3.98528,6.83436,-2.79043,-55.32008,36.24671,-122.88804,61
14498,10646,18.16,10763.14,5/31/2026,23:42:08.472,5803.98237895737,40.18156,-77.81069,15894.9,13,-6.47259,39.16333,27.59762,-3.98528,6.83436,-2.79043,-55.32008,36.24671,-122.88804,61
14499,10646,18.16,10761.0,5/31/2026,23:42:08.572,5804.06245695737,40.18156,-77.81069,15894.9,13,-0.76451,21.49114,12.65564,-0.98349,7.27785,-1.80938,-37.75212,36.48056,-112.74481,61
14499,10647,18.16,10761.0,5/31/2026,23:42:08.572,5804.082964957371,40.18156,-77.81069,15894.9,13,-0.76451,21.49114,12.65564,-0.98349,7.27785,-1.80938,-37.75212,36.48056,-112.74481,61
14500,10647,18.15,10757.48,5/31/2026,23:42:08.627,5804.11714495737,40.18156,-77.81069,15894.9,13,-1.79701,26.47898,11.34437,0.10507,6.51671,0.75992,-28.58813,39.50599,-97.67612,61
14500,10648,18.15,10757.48,5/31/2026,23:42:08.627,5804.13862895737,40.18156,-77.81069,15894.9,13,-1.79701,26.47898,11.34437,0.10507,6.51671,0.75992,-28.58813,39.50599,-97.67612,61
14501,10648,18.16,10754.46,5/31/2026,23:42:08.725,5804.21480095737,40.18156,-77.81069,15894.9,13,0.15793,13.88555,5.7332,2.37749,5.87286,-0.69639,-36.39287,32.62204,-75.47501,61
14501,10649,18.16,10754.46,5/31/2026,23:42:08.725,5804.235308957371,40.18156,-77.81069,15894.9,13,0.15793,13.88555,5.7332,2.37749,5.87286,-0.69639,-36.39287,32.62204,-75.47501,61
14502,10649,18.16,10751.93,5/31/2026,23:42:08.834,5804.32417595737,40.18156,-77.81069,15894.9,13,-3.95055,12.61855,4.61097,0.80879,4.35669,2.99202,-53.1862,38.83367,-53.68313,61
14502,10650,18.16,10751.93,5/31/2026,23:42:08.834,5804.344683957371,40.18156,-77.81069,15894.9,13,-3.95055,12.61855,4.61097,0.80879,4.35669,2.99202,-53.1862,38.83367,-53.68313,61
14503,10650,18.16,10752.42,5/31/2026,23:42:08.883,5804.37300395737,40.18156,-77.81069,15894.9,13,-3.06162,11.64108,4.28913,0.45082,4.21619,2.70491,-65.03946,38.52674,-52.30926,61
14503,10651,18.16,10752.42,5/31/2026,23:42:08.883,5804.39448895737,40.18156,-77.81069,15894.9,13,-3.06162,11.64108,4.28913,0.45082,4.21619,2.70491,-65.03946,38.52674,-52.30926,61
14504,10651,18.15,10753.68,5/31/2026,23:42:08.936,5804.426714957371,40.18156,-77.81069,15894.9,13,-2.44307,10.45903,3.47438,1.04214,4.74031,-0.30788,-77.3458,41.17217,-52.41158,61
14504,10652,18.15,10753.68,5/31/2026,23:42:08.936,5804.44722295737,40.18156,-77.81069,15894.9,13,-2.44307,10.45903,3.47438,1.04214,4.74031,-0.30788,-77.3458,41.17217,-52.41158,61
14505,10652,18.16,10753.57,5/31/2026,23:42:09.000,5804.502886957371,40.18134,-77.81049,15903.8,13,-2.23131,11.64587,3.82732,-2.34817,4.10257,0.50213,-88.00058,38.4829,-59.61707,61
14505,10653,18.16,10753.57,5/31/2026,23:42:09.000,5804.52339495737,40.18134,-77.81049,15903.8,13,-2.23131,11.64587,3.82732,-2.34817,4.10257,0.50213,-88.00058,38.4829,-59.61707,61
14506,10653,18.15,10752.91,5/31/2026,23:42:09.071,5804.575152957371,40.18134,-77.81049,15903.8,13,-0.57787,11.66381,4.1683,-1.93889,3.39275,2.03785,-98.52382,37.34288,-71.99649,61
14507,10653,18.15,10752.91,5/31/2026,23:42:09.103,5804.606402957371,40.18134,-77.81049,15903.8,13,-1.02413,7.2335,3.25424,-0.48136,3.49293,1.37567,-102.70388,39.82753,-81.33587,61
14507,10654,18.15,10752.91,5/31/2026,23:42:09.103,5804.62690995737,40.18134,-77.81049,15903.8,13,-1.02413,7.2335,3.25424,-0.48136,3.49293,1.37567,-102.70388,39.82753,-81.33587,61
14508,10654,18.15,10751.04,5/31/2026,23:42:09.164,5804.66792595737,40.18134,-77.81049,15903.8,13,-2.45982,4.8347,3.02572,-0.32498,4.05737,-0.15027,-105.55392,39.06752,-87.89827,61
14508,10655,18.15,10751.04,5/31/2026,23:42:09.164,5804.688433957371,40.18134,-77.81049,15903.8,13,-2.45982,4.8347,3.02572,-0.32498,4.05737,-0.15027,-105.55392,39.06752,-87.89827,61
14509,10655,18.15,10753.35,5/31/2026,23:42:09.242,5804.74605095737,40.18134,-77.81049,15903.8,13,-2.81755,3.17647,1.94656,-1.33779,4.33103,0.15027,-103.31773,38.08828,-103.15697,61
14509,10656,18.15,10753.35,5/31/2026,23:42:09.242,5804.76753495737,40.18134,-77.81049,15903.8,13,-2.81755,3.17647,1.94656,-1.33779,4.33103,0.15027,-103.31773,38.08828,-103.15697,61
14510,10656,18.15,10753.35,5/31/2026,23:42:09.293,5804.79683195737,40.18134,-77.81049,15903.8,13,-2.41675,3.21954,1.78624,-1.80816,4.04881,1.54915,-101.95849,42.37065,-117.01256,61
14510,10657,18.15,10753.35,5/31/2026,23:42:09.293,5804.817339957371,40.18134,-77.81049,15903.8,13,-2.41675,3.21954,1.78624,-1.80816,4.04881,1.54915,-101.95849,42.37065,-117.01256,61
14511,10657,18.15,10748.35,5/31/2026,23:42:09.343,5804.84761395737,40.18134,-77.81049,15903.8,13,-1.99083,3.50309,1.55773,-1.68477,3.65175,2.90772,-99.54691,48.58229,-124.30575,61
14512,10657,18.15,10747.36,5/31/2026,23:42:09.397,5804.901323957371,40.18134,-77.81049,15903.8,13,-2.14636,2.99222,0.79561,-1.08612,3.58211,3.08487,-96.74072,54.72084,-130.47354,61
14512,10658,18.15,10747.36,5/31/2026,23:42:09.397,5804.92183195737,40.18134,-77.81049,15903.8,13,-2.14636,2.99222,0.79561,-1.08612,3.58211,3.08487,-96.74072,54.72084,-130.47354,61
14513,10658,18.15,10748.29,5/31/2026,23:42:09.486,5804.99019195737,40.18134,-77.81049,15903.8,13,-1.14018,2.47059,1.31725,-0.09163,3.78614,1.94622,-86.0567,60.97632,-138.52673,61
14513,10659,18.15,10748.29,5/31/2026,23:42:09.486,5805.010698957371,40.18134,-77.81049,15903.8,13,-1.14018,2.47059,1.31725,-0.09163,3.78614,1.94622,-86.0567,60.97632,-138.52673,61
14514,10659,18.15,10746.64,5/31/2026,23:42:09.558,5805.06245695737,40.18134,-77.81049,15903.8,13,-1.08275,2.67637,0.80638,0.11851,3.8961,0.84055,-68.22566,61.45863,-141.44987,61
14515,10659,18.15,10746.64,5/31/2026,23:42:09.590,5805.094683957371,40.18134,-77.81049,15903.8,13,-1.05045,2.69432,0.68794,0.11362,3.87655,0.55222,-66.00409,61.35632,-144.88452,61
14515,10660,18.15,10746.64,5/31/2026,23:42:09.590,5805.11519195737,40.18134,-77.81049,15903.8,13,-1.05045,2.69432,0.68794,0.11362,3.87655,0.55222,-66.00409,61.35632,-144.88452,61
14516,10660,18.15,10745.54,5/31/2026,23:42:09.674,5805.178667957371,40.18134,-77.81049,15903.8,13,-1.25025,2.83669,0.72503,-0.65607,3.50759,0.80268,-51.21309,60.77171,-138.61444,61
14516,10661,18.15,10745.54,5/31/2026,23:42:09.674,5805.202105957371,40.18134,-77.81049,15903.8,13,-1.25025,2.83669,0.72503,-0.65607,3.50759,0.80268,-51.21309,60.77171,-138.61444,61
14517,10661,18.15,10746.31,5/31/2026,23:42:09.740,5805.24409795737,40.18134,-77.81049,15903.8,13,-1.75274,3.99721,0.83988,-1.00426,2.94193,2.16735,-41.8591,60.62555,-133.9959,61
14517,10662,18.15,10746.31,5/31/2026,23:42:09.740,5805.264605957371,40.18134,-77.81049,15903.8,13,-1.75274,3.99721,0.83988,-1.00426,2.94193,2.16735,-41.8591,60.62555,-133.9959,61
14518,10662,18.15,10744.82,5/31/2026,23:42:09.802,5805.30659795737,40.18134,-77.81049,15903.8,13,-3.99242,4.26042,0.88893,-0.8601,2.5412,3.61999,-36.53902,57.38088,-129.85968,61
14518,10663,18.15,10744.82,5/31/2026,23:42:09.802,5805.327105957371,40.18134,-77.81049,15903.8,13,-3.99242,4.26042,0.88893,-0.8601,2.5412,3.61999,-36.53902,57.38088,-129.85968,61
14519,10663,18.15,10745.48,5/31/2026,23:42:09.869,5805.37300395737,40.18134,-77.81049,15903.8,13,-5.87917,6.6018,2.6333,-0.19548,2.91994,3.89854,-32.54896,49.51768,-123.42882,61
14519,10664,18.15,10745.48,5/31/2026,23:42:09.869,5805.39448895737,40.18134,-77.81049,15903.8,13,-5.87917,6.6018,2.6333,-0.19548,2.91994,3.89854,-32.54896,49.51768,-123.42882,61
14520,10664,18.15,10745.48,5/31/2026,23:42:09.920,5805.422808957371,40.18134,-77.81049,15903.8,13,-6.54078,7.17727,3.23629,0.21136,3.50026,3.6884,-31.20432,43.77375,-118.28412,61
14520,10665,18.15,10745.48,5/31/2026,23:42:09.920,5805.44331695737,40.18134,-77.81049,15903.8,13,-6.54078,7.17727,3.23629,0.21136,3.50026,3.6884,-31.20432,43.77375,-118.28412,61
14521,10665,18.15,10744.11,5/31/2026,23:42:09.980,5805.48433195737,40.18134,-77.81049,15903.8,13,-6.93799,5.10987,3.15853,-1.21318,4.03782,4.23207,-32.2128,35.28208,-109.23706,61
14521,10666,18.15,10744.11,5/31/2026,23:42:09.980,5805.504839957371,40.18134,-77.81049,15903.8,13,-6.93799,5.10987,3.15853,-1.21318,4.03782,4.23207,-32.2128,35.28208,-109.23706,61
14522,10666,18.15,10743.67,5/31/2026,23:42:11.031,5805.534136957371,40.18134,-77.81049,15903.8,13,-7.86401,4.95434,4.22453,-3.17039,4.88814,3.57967,-34.96054,31.17509,-106.53317,61
14522,10667,18.15,10743.67,5/31/2026,23:42:11.031,5805.55464495737,40.18134,-77.81049,15903.8,13,-7.86401,4.95434,4.22453,-3.17039,4.88814,3.57967,-34.96054,31.17509,-106.53317,61
14523,10667,18.15,10741.8,5/31/2026,23:42:11.090,5805.594683957371,40.18134,-77.81049,15903.8,13,-7.53141,10.40878,7.83769,-2.755,6.27725,2.92116,-36.49517,29.12891,-102.10464,61
14523,10668,18.15,10741.8,5/31/2026,23:42:11.090,5805.616167957371,40.18134,-77.81049,15903.8,13,-7.53141,10.40878,7.83769,-2.755,6.27725,2.92116,-36.49517,29.12891,-102.10464,61
14524,10668,18.14,10744.21,5/31/2026,23:42:11.144,5805.64839495737,40.18134,-77.81049,15903.8,13,-5.97009,13.85923,16.12882,-0.37263,6.94309,4.01094,-39.68138,24.11576,-95.83455,61
14524,10669,18.14,10744.21,5/31/2026,23:42:11.144,5805.668902957371,40.18134,-77.81049,15903.8,13,-5.97009,13.85923,16.12882,-0.37263,6.94309,4.01094,-39.68138,24.11576,-95.83455,61
14525,10669,18.14,10744.21,5/31/2026,23:42:11.201,5805.70503495737,40.18134,-77.81049,15903.8,13,-8.17986,23.74637,23.45445,1.02625,9.25339,1.98409,-47.0038,25.27039,-80.02045,61
14525,10670,18.14,10744.21,5/31/2026,23:42:11.201,5805.725542957371,40.18134,-77.81049,15903.8,13,-8.17986,23.74637,23.45445,1.02625,9.25339,1.98409,-47.0038,25.27039,-80.02045,61
14526,10670,18.15,10741.3,5/31/2026,23:42:09.000,5805.81831695737,40.18134,-77.81049,15903.8,13,-4.35853,18.31945,16.35853,-1.25716,10.2662,5.52344,-85.53054,27.1558,-89.53522,61
14526,10671,18.15,10741.3,5/31/2026,23:42:09.000,5805.83980095737,40.18134,-77.81049,15903.8,13,-4.35853,18.31945,16.35853,-1.25716,10.2662,5.52344,-85.53054,27.1558,-89.53522,61
14527,10671,18.14,10739.6,5/31/2026,23:42:09.164,5805.983355957371,40.18134,-77.81049,15903.8,13,-5.9354,17.15534,19.803,0.64996,10.30652,5.62607,-78.83659,34.50745,-123.39959,61
14528,10671,18.14,10739.6,5/31/2026,23:42:09.200,5806.01948895737,40.18134,-77.81049,15903.8,13,-10.85265,16.72344,19.5027,1.18386,10.63028,6.23571,-73.44344,35.45747,-126.3081,61
14528,10672,18.14,10739.6,5/31/2026,23:42:09.200,5806.04097295737,40.18134,-77.81049,15903.8,13,-10.85265,16.72344,19.5027,1.18386,10.63028,6.23571,-73.44344,35.45747,-126.3081,61
14529,10672,18.14,10740.69,5/31/2026,23:42:09.287,5806.106402957371,40.18134,-77.81049,15903.8,13,-5.65304,23.50231,17.65903,-3.24125,9.99376,10.26131,-63.84098,37.19672,-129.12891,61
14529,10673,18.14,10740.69,5/31/2026,23:42:09.287,5806.12690995737,40.18134,-77.81049,15903.8,13,-5.65304,23.50231,17.65903,-3.24125,9.99376,10.26131,-63.84098,37.19672,-129.12891,61
14530,10673,18.14,10738.44,5/31/2026,23:42:09.356,5806.174761957371,40.18134,-77.81049,15903.8,13,-1.9011,23.01058,16.52842,-2.53631,10.45435,5.90707,-56.54779,40.41216,-126.9658,61
14530,10674,18.14,10738.44,5/31/2026,23:42:09.356,5806.19526995737,40.18134,-77.81049,15903.8,13,-1.9011,23.01058,16.52842,-2.53631,10.45435,5.90707,-56.54779,40.41216,-126.9658,61
14531,10674,18.14,10739.21,5/31/2026,23:42:09.404,5806.223589957371,40.18134,-77.81049,15903.8,13,-4.05105,39.16333,22.71746,-6.3139,10.71458,3.10564,-41.63987,49.13768,-123.76498,61
14531,10675,18.14,10739.21,5/31/2026,23:42:09.404,5806.245073957371,40.18134,-77.81049,15903.8,13,-4.05105,39.16333,22.71746,-6.3139,10.71458,3.10564,-41.63987,49.13768,-123.76498,61
14532,10675,18.14,10735.58,5/31/2026,23:42:09.490,5806.309527957371,40.18134,-77.81049,15903.8,13,-6.36252,39.16333,22.2389,-1.19119,11.98273,-1.4282,-20.57878,48.33382,-89.7106,61
14532,10676,18.14,10735.58,5/31/2026,23:42:09.490,5806.33003495737,40.18134,-77.81049,15903.8,13,-6.36252,39.16333,22.2389,-1.19119,11.98273,-1.4282,-20.57878,48.33382,-89.7106,61
14533,10676,18.14,10732.94,5/31/2026,23:42:09.541,5806.360308957371,40.18134,-77.81049,15903.8,13,-5.97249,23.46402,12.5683,-0.04765,10.91127,1.45875,-26.0304,47.17919,-69.95031,61
14533,10677,18.14,10732.94,5/31/2026,23:42:09.541,5806.38081695737,40.18134,-77.81049,15903.8,13,-5.97249,23.46402,12.5683,-0.04765,10.91127,1.45875,-26.0304,47.17919,-69.95031,61
14534,10677,18.14,10728.76,5/31/2026,23:42:09.621,5806.440386957371,40.18134,-77.81049,15903.8,13,-1.67617,22.39921,12.9021,1.47341,10.42991,0.10996,-57.13242,47.69073,-44.943,61
14534,10678,18.14,10728.76,5/31/2026,23:42:09.621,5806.46089495737,40.18134,-77.81049,15903.8,13,-1.67617,22.39921,12.9021,1.47341,10.42991,0.10996,-57.13242,47.69073,-44.943,61
14535,10678,18.14,10722.93,5/31/2026,23:42:09.714,5806.53315995737,40.18134,-77.81049,15903.8,13,-0.18066,4.68874,5.90908,0.51191,8.14894,3.02378,-98.81613,61.76556,-53.37621,61
14535,10679,18.14,10722.93,5/31/2026,23:42:09.714,5806.55464495737,40.18134,-77.81049,15903.8,13,-0.18066,4.68874,5.90908,0.51191,8.14894,3.02378,-98.81613,61.76556,-53.37621,61
14536,10679,18.14,10723.43,5/31/2026,23:42:09.788,5806.60737895737,40.18134,-77.81049,15903.8,13,-2.61057,18.57907,6.84945,1.27182,7.44523,2.38848,-114.52792,69.19029,-77.06811,61
14536,10680,18.14,10723.43,5/31/2026,23:42:09.788,5806.627886957371,40.18134,-77.81049,15903.8,13,-2.61057,18.57907,6.84945,1.27182,7.44523,2.38848,-114.52792,69.19029,-77.06811,61
14537,10680,18.14,10724.09,5/31/2026,23:42:09.870,5806.68940995737,40.18134,-77.81049,15903.8,13,-0.67478,4.93879,0.69153,0.35552,6.09888,2.23332,-116.89564,77.49196,-106.32856,61
14538,10680,18.14,10726.56,5/31/2026,23:42:09.918,5806.737261957371,40.18134,-77.81049,15903.8,13,2.12483,5.81336,-0.08255,-3.15817,5.5601,1.48196,-110.80093,83.51359,-115.59485,61
14538,10681,18.14,10726.56,5/31/2026,23:42:09.918,5806.75776995737,40.18134,-77.81049,15903.8,13,2.12483,5.81336,-0.08255,-3.15817,5.5601,1.48196,-110.80093,83.51359,-115.59485,61
14539,10681,18.14,10723.59,5/31/2026,23:42:10.005,5806.834917957371,40.18113,-77.81036,15907.0,11,-0.5659,16.08695,3.68255,2.13681,5.18869,-0.10018,-93.96375,85.82285,-131.32126,61
14539,10682,18.14,10723.59,5/31/2026,23:42:10.005,5806.85542595737,40.18113,-77.81036,15907.0,11,-0.5659,16.08695,3.68255,2.13681,5.18869,-0.10018,-93.96375,85.82285,-131.32126,61
14540,10682,18.13,10723.7,5/31/2026,23:42:10.115,5806.94526995737,40.18113,-77.81036,15907.0,11,-3.99242,5.34916,0.90927,-2.7941,4.16732,0.27489,-73.09267,87.3575,-137.48903,61
14540,10683,18.13,10723.7,5/31/2026,23:42:10.115,5806.96675395737,40.18113,-77.81036,15907.0,11,-3.99242,5.34916,0.90927,-2.7941,4.16732,0.27489,-73.09267,87.3575,-137.48903,61
14541,10683,18.13,10720.9,5/31/2026,23:42:10.184,5807.014605957371,40.18113,-77.81036,15907.0,11,-3.32961,6.25484,1.69173,-0.56444,4.6609,-1.18508,-60.42093,91.8591,-132.63666,61
14541,10684,18.13,10720.9,5/31/2026,23:42:10.184,5807.03511395737,40.18113,-77.81036,15907.0,11,-3.32961,6.25484,1.69173,-0.56444,4.6609,-1.18508,-60.42093,91.8591,-132.63666,61
