Events CW1&2,Events CW1&2&3,Temperature[C],Pressure[Pa],Date[MM/DD/YYYY],RTC[H:M:S EST],Timer[S],Latitude,Longitude,Altitude[m],Sats,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Mag x,Mag y,Mag z,Battery[]
21190,16445,15.15,5734.92,5/31/2026,23:51:13.839,6327.397460,40.12944,-77.78217,19949.10,11,-4.23290,13.53739,7.26581,1.08245,-4.45199,-2.84785,-76.07424,102.85004,-119.51183,60
21190,16446,15.15,5734.92,5/31/2026,23:51:13.839,6327.417968,40.12944,-77.78217,19949.10,11,-4.23290,13.53739,7.26581,1.08245,-4.45199,-2.84785,-76.07424,102.85004,-119.51183,60
21191,16446,15.14,5730.79,5/31/2026,23:51:13.894,6327.451171,40.12944,-77.78217,19949.10,11,-4.59302,9.57488,6.08734,2.82342,-5.45625,0.59865,-94.44606,105.62700,-130.26892,60
21191,16447,15.14,5730.79,5/31/2026,23:51:13.894,6327.475585,40.12944,-77.78217,19949.10,11,-4.59302,9.57488,6.08734,2.82342,-5.45625,0.59865,-94.44606,105.62700,-130.26892,60
21192,16447,15.15,5734.60,5/31/2026,23:51:13.990,6327.548828,40.12944,-77.78217,19949.10,11,-1.45843,3.41815,3.26740,-0.35308,-5.43914,1.64445,-118.56181,96.95995,-136.80209,60
21192,16448,15.15,5734.60,5/31/2026,23:51:13.990,6327.569335,40.12944,-77.78217,19949.10,11,-1.45843,3.41815,3.26740,-0.35308,-5.43914,1.64445,-118.56181,96.95995,-136.80209,60
21193,16448,15.14,5733.08,5/31/2026,23:51:15.060,6327.618164,40.12944,-77.78217,19949.10,11,-1.75992,0.48455,1.68814,-0.37629,-4.06836,-1.72264,-129.61122,94.94299,-131.74510,60
21193,16449,15.14,5733.08,5/31/2026,23:51:15.060,6327.638671,40.12944,-77.78217,19949.10,11,-1.75992,0.48455,1.68814,-0.37629,-4.06836,-1.72264,-129.61122,94.94299,-131.74510,60
21194,16449,15.15,5734.60,5/31/2026,23:51:15.119,6327.677734,40.12944,-77.78217,19949.10,11,0.01077,3.36192,2.33540,0.67440,-2.73179,-4.93457,-140.13446,91.30371,-128.64659,60
21195,16449,15.14,5734.56,5/31/2026,23:51:15.164,6327.722656,40.12944,-77.78217,19949.10,11,0.29671,8.31626,4.50449,1.68354,-3.07632,-4.59615,-141.69832,82.18357,-124.05730,60
21195,16450,15.14,5734.56,5/31/2026,23:51:15.164,6327.743164,40.12944,-77.78217,19949.10,11,0.29671,8.31626,4.50449,1.68354,-3.07632,-4.59615,-141.69832,82.18357,-124.05730,60
21196,16450,15.14,5735.38,5/31/2026,23:51:15.247,6327.805664,40.12944,-77.78217,19949.10,11,-1.30648,8.55913,3.55454,0.95417,-4.91747,-1.61268,-147.98303,70.00877,-110.01169,60
21196,16451,15.14,5735.38,5/31/2026,23:51:15.247,6327.830078,40.12944,-77.78217,19949.10,11,-1.30648,8.55913,3.55454,0.95417,-4.91747,-1.61268,-147.98303,70.00877,-110.01169,60
21197,16451,15.14,5735.10,5/31/2026,23:51:15.305,6327.863281,40.12944,-77.78217,19949.10,11,-1.54576,7.80539,3.15733,-0.62919,-5.68105,-1.88024,-156.82549,74.40807,-98.31921,60
21198,16451,15.14,5732.39,5/31/2026,23:51:15.405,6327.962890,40.12944,-77.78217,19949.10,11,-4.52244,7.39741,5.70210,-0.29322,-4.67556,-5.41715,-139.09676,52.93773,-82.46127,60
21199,16451,15.14,5732.39,5/31/2026,23:51:15.442,6328.000000,40.12944,-77.78217,19949.10,11,-4.16112,11.60758,8.73859,0.34453,-4.94801,-4.09402,-138.95059,55.10085,-81.97895,60
21199,16452,15.14,5732.39,5/31/2026,23:51:15.442,6328.020507,40.12944,-77.78217,19949.10,11,-4.16112,11.60758,8.73859,0.34453,-4.94801,-4.09402,-138.95059,55.10085,-81.97895,60
21200,16452,15.14,5730.59,5/31/2026,23:51:15.538,6328.095703,40.12944,-77.78217,19949.10,11,1.38066,10.38007,9.19562,1.62368,-4.81728,-1.93156,-121.01724,53.12774,-66.99795,60
21200,16453,15.14,5730.59,5/31/2026,23:51:15.538,6328.116210,40.12944,-77.78217,19949.10,11,1.38066,10.38007,9.19562,1.62368,-4.81728,-1.93156,-121.01724,53.12774,-66.99795,60
21201,16453,15.14,5731.73,5/31/2026,23:51:14.000,6328.151367,40.12939,-77.78224,19951.40,10,1.26102,15.21357,9.25185,-0.53267,-3.77759,-4.37624,-112.99328,54.86699,-66.76411,60
21201,16454,15.14,5731.73,5/31/2026,23:51:14.000,6328.175781,40.12939,-77.78224,19951.40,10,1.26102,15.21357,9.25185,-0.53267,-3.77759,-4.37624,-112.99328,54.86699,-66.76411,60
21202,16454,15.14,5728.26,5/31/2026,23:51:14.063,6328.213867,40.12939,-77.78224,19951.40,10,-2.38804,20.23849,8.58664,1.57237,-4.90891,-2.50821,-89.02367,53.63929,-65.72639,60
21202,16455,15.14,5728.26,5/31/2026,23:51:14.063,6328.234375,40.12939,-77.78224,19951.40,10,-2.38804,20.23849,8.58664,1.57237,-4.90891,-2.50821,-89.02367,53.63929,-65.72639,60
21203,16455,15.14,5731.04,5/31/2026,23:51:14.169,6328.320312,40.12939,-77.78224,19951.40,10,-9.43849,13.66780,8.14637,-2.34084,-5.18136,-2.49600,-75.95732,56.57702,-82.21280,60
21203,16456,15.14,5731.04,5/31/2026,23:51:14.169,6328.340820,40.12939,-77.78224,19951.40,10,-9.43849,13.66780,8.14637,-2.34084,-5.18136,-2.49600,-75.95732,56.57702,-82.21280,60
21204,16456,15.14,5726.29,5/31/2026,23:51:14.270,6328.420898,40.12939,-77.78224,19951.40,10,-5.91027,17.44368,10.29033,0.84299,-5.34018,0.98838,-78.74890,60.61093,-104.04852,60
21205,16456,15.14,5729.20,5/31/2026,23:51:14.316,6328.467773,40.12939,-77.78224,19951.40,10,-3.77587,13.59602,10.44348,-2.80631,-5.27665,1.42454,-91.24525,64.29407,-115.82870,60
21205,16457,15.14,5729.20,5/31/2026,23:51:14.316,6328.488281,40.12939,-77.78224,19951.40,10,-3.77587,13.59602,10.44348,-2.80631,-5.27665,1.42454,-91.24525,64.29407,-115.82870,60
21206,16457,15.14,5730.02,5/31/2026,23:51:14.382,6328.533203,40.12939,-77.78224,19951.40,10,-3.23270,30.40201,14.53401,2.57663,-3.84723,-0.69028,-102.95235,65.33177,-120.37415,60
21206,16458,15.14,5730.02,5/31/2026,23:51:14.382,6328.557617,40.12939,-77.78224,19951.40,10,-3.23270,30.40201,14.53401,2.57663,-3.84723,-0.69028,-102.95235,65.33177,-120.37415,60
21207,16458,15.14,5727.31,5/31/2026,23:51:14.462,6328.613281,40.12939,-77.78224,19951.40,10,0.26321,28.87060,9.23390,-1.07390,-5.89363,1.37200,-117.96258,61.26863,-117.84566,60
21207,16459,15.14,5727.31,5/31/2026,23:51:14.462,6328.633789,40.12939,-77.78224,19951.40,10,0.26321,28.87060,9.23390,-1.07390,-5.89363,1.37200,-117.96258,61.26863,-117.84566,60
21208,16459,15.14,5725.43,5/31/2026,23:51:14.717,6328.868164,40.12939,-77.78224,19951.40,10,-0.94038,16.92683,10.97229,1.77273,-4.31149,-0.34697,-134.94592,52.77696,-73.48728,60
21208,16460,15.14,5725.43,5/31/2026,23:51:14.717,6328.888671,40.12939,-77.78224,19951.40,10,-0.94038,16.92683,10.97229,1.77273,-4.31149,-0.34697,-134.94592,52.77696,-73.48728,60
21209,16460,15.14,5722.32,5/31/2026,23:51:14.771,6328.921875,40.12939,-77.78224,19951.40,10,0.16391,13.41656,6.43669,2.05495,-3.87411,-1.59314,-135.74979,60.34785,-69.45338,60
21209,16461,15.14,5722.32,5/31/2026,23:51:14.771,6328.946289,40.12939,-77.78224,19951.40,10,0.16391,13.41656,6.43669,2.05495,-3.87411,-1.59314,-135.74979,60.34785,-69.45338,60
21210,16461,15.14,5722.03,5/31/2026,23:51:14.834,6328.985351,40.12939,-77.78224,19951.40,10,-2.17986,13.89752,4.65404,2.33473,-2.89306,-5.76046,-114.41099,56.32856,-58.52090,60
21210,16462,15.14,5722.03,5/31/2026,23:51:14.834,6329.009765,40.12939,-77.78224,19951.40,10,-2.17986,13.89752,4.65404,2.33473,-2.89306,-5.76046,-114.41099,56.32856,-58.52090,60
21211,16462,15.14,5724.98,5/31/2026,23:51:14.897,6329.048828,40.12939,-77.78224,19951.40,10,-5.39701,19.31128,7.92264,0.55589,-4.81973,-1.91934,-103.49313,61.10786,-59.50014,60
21211,16463,15.14,5724.98,5/31/2026,23:51:14.897,6329.069335,40.12939,-77.78224,19951.40,10,-5.39701,19.31128,7.92264,0.55589,-4.81973,-1.91934,-103.49313,61.10786,-59.50014,60
21212,16463,15.14,5724.16,5/31/2026,23:51:14.961,6329.112304,40.12939,-77.78224,19951.40,10,-4.26521,10.91725,6.84706,1.40377,-4.29438,-2.73790,-87.67904,65.85793,-63.41713,60
21212,16464,15.14,5724.16,5/31/2026,23:51:14.961,6329.132812,40.12939,-77.78224,19951.40,10,-4.26521,10.91725,6.84706,1.40377,-4.29438,-2.73790,-87.67904,65.85793,-63.41713,60
21213,16464,15.14,5722.81,5/31/2026,23:51:16.026,6329.177734,40.12939,-77.78224,19951.40,10,-2.86780,13.30051,9.06999,-0.04032,-3.75438,-3.06899,-75.22654,72.85881,-70.90032,60
21213,16465,15.14,5722.81,5/31/2026,23:51:16.026,6329.202148,40.12939,-77.78224,19951.40,10,-2.86780,13.30051,9.06999,-0.04032,-3.75438,-3.06899,-75.22654,72.85881,-70.90032,60
21214,16465,15.14,5720.19,5/31/2026,23:51:16.093,6329.244140,40.12939,-77.78224,19951.40,10,-1.38066,12.34218,8.81157,2.24921,-4.33348,-0.29810,-70.57878,75.82578,-80.26893,60
21214,16466,15.14,5720.19,5/31/2026,23:51:16.093,6329.264648,40.12939,-77.78224,19951.40,10,-1.38066,12.34218,8.81157,2.24921,-4.33348,-0.29810,-70.57878,75.82578,-80.26893,60
21215,16466,15.14,5720.03,5/31/2026,23:51:16.188,6329.338867,40.12939,-77.78224,19951.40,10,0.19382,6.13998,5.00578,-1.00548,-3.63343,-1.93033,-77.82812,82.31511,-96.79918,60
21215,16467,15.14,5720.03,5/31/2026,23:51:16.188,6329.359375,40.12939,-77.78224,19951.40,10,0.19382,6.13998,5.00578,-1.00548,-3.63343,-1.93033,-77.82812,82.31511,-96.79918,60
21216,16467,15.14,5719.41,5/31/2026,23:51:16.253,6329.404296,40.12939,-77.78224,19951.40,10,-1.24188,10.46381,5.01655,-0.34941,-3.42573,-2.67437,-72.11341,87.66443,-107.64396,60
21216,16468,15.14,5719.41,5/31/2026,23:51:16.253,6329.428710,40.12939,-77.78224,19951.40,10,-1.24188,10.46381,5.01655,-0.34941,-3.42573,-2.67437,-72.11341,87.66443,-107.64396,60
21217,16468,15.14,5717.93,5/31/2026,23:51:14.023,6329.493164,40.12939,-77.78224,19951.40,10,-2.66800,4.38604,2.24447,1.67499,-3.83990,-1.70187,-80.45892,91.82987,-119.78953,60
21217,16469,15.14,5717.93,5/31/2026,23:51:14.023,6329.513671,40.12939,-77.78224,19951.40,10,-2.66800,4.38604,2.24447,1.67499,-3.83990,-1.70187,-80.45892,91.82987,-119.78953,60
21218,16469,15.14,5717.93,5/31/2026,23:51:14.104,6329.574218,40.12939,-77.78224,19951.40,10,-2.84148,4.15753,2.56152,-1.34268,-4.15388,-1.21196,-93.39375,95.90763,-129.50891,60
21218,16470,15.14,5717.93,5/31/2026,23:51:14.104,6329.594726,40.12939,-77.78224,19951.40,10,-2.84148,4.15753,2.56152,-1.34268,-4.15388,-1.21196,-93.39375,95.90763,-129.50891,60
21219,16470,15.14,5718.88,5/31/2026,23:51:14.169,6329.639648,40.12939,-77.78224,19951.40,10,-3.02094,5.67338,3.78186,-1.68110,-3.92542,-1.67744,-106.48933,102.55773,-134.12744,60
21219,16471,15.14,5718.88,5/31/2026,23:51:14.169,6329.664062,40.12939,-77.78224,19951.40,10,-3.02094,5.67338,3.78186,-1.68110,-3.92542,-1.67744,-106.48933,102.55773,-134.12744,60
21220,16471,15.14,5718.75,5/31/2026,23:51:14.256,6329.726562,40.12939,-77.78224,19951.40,10,-2.61177,4.19103,3.34397,0.24679,-3.04211,-2.45201,-122.06956,105.27623,-134.24437,60
21220,16472,15.14,5718.75,5/31/2026,23:51:14.256,6329.747070,40.12939,-77.78224,19951.40,10,-2.61177,4.19103,3.34397,0.24679,-3.04211,-2.45201,-122.06956,105.27623,-134.24437,60
21221,16472,15.14,5719.21,5/31/2026,23:51:14.327,6329.797851,40.12939,-77.78224,19951.40,10,-1.46441,4.70190,3.29851,1.16920,-3.06654,-1.53816,-136.75826,100.62847,-133.30898,60
21221,16473,15.14,5719.21,5/31/2026,23:51:14.327,6329.818359,40.12939,-77.78224,19951.40,10,-1.46441,4.70190,3.29851,1.16920,-3.06654,-1.53816,-136.75826,100.62847,-133.30898,60
21222,16473,15.14,5717.28,5/31/2026,23:51:14.423,6329.892578,40.12939,-77.78224,19951.40,10,-0.05384,4.23889,2.55314,0.38118,-3.42329,-0.50580,-154.69160,105.49547,-130.60507,60
21222,16474,15.14,5717.28,5/31/2026,23:51:14.423,6329.913085,40.12939,-77.78224,19951.40,10,-0.05384,4.23889,2.55314,0.38118,-3.42329,-0.50580,-154.69160,105.49547,-130.60507,60
21223,16474,15.13,5717.53,5/31/2026,23:51:14.561,6330.031250,40.12939,-77.78224,19951.40,10,-0.05384,6.77528,2.80439,1.12399,-2.82953,-4.15022,-159.42706,83.95206,-110.14323,60
21223,16475,15.13,5717.53,5/31/2026,23:51:14.561,6330.055664,40.12939,-77.78224,19951.40,10,-0.05384,6.77528,2.80439,1.12399,-2.82953,-4.15022,-159.42706,83.95206,-110.14323,60
21224,16475,15.14,5715.93,5/31/2026,23:51:14.695,6330.165039,40.12939,-77.78224,19951.40,10,-2.37248,9.20040,4.77368,0.20769,-4.80384,-0.76603,-154.76469,67.46565,-87.47442,60
21224,16476,15.14,5715.93,5/31/2026,23:51:14.695,6330.185546,40.12939,-77.78224,19951.40,10,-2.37248,9.20040,4.77368,0.20769,-4.80384,-0.76603,-154.76469,67.46565,-87.47442,60
21225,16476,15.14,5718.06,5/31/2026,23:51:14.796,6330.266601,40.12939,-77.78224,19951.40,10,-3.87877,8.26242,6.08854,-0.22602,-3.91320,-2.64138,-146.53610,61.48787,-71.83572,60
21225,16477,15.14,5718.06,5/31/2026,23:51:14.796,6330.287109,40.12939,-77.78224,19951.40,10,-3.87877,8.26242,6.08854,-0.22602,-3.91320,-2.64138,-146.53610,61.48787,-71.83572,60
21226,16477,15.14,5714.46,5/31/2026,23:51:14.850,6330.320312,40.12939,-77.78224,19951.40,10,-3.97568,12.39602,8.60938,-0.38973,-3.82035,-1.65911,-143.52528,60.78632,-72.47881,60
21226,16478,15.14,5714.46,5/31/2026,23:51:14.850,6330.344726,40.12939,-77.78224,19951.40,10,-3.97568,12.39602,8.60938,-0.38973,-3.82035,-1.65911,-143.52528,60.78632,-72.47881,60
21227,16478,15.14,5712.86,5/31/2026,23:51:14.966,6330.436523,40.12939,-77.78224,19951.40,10,0.46301,7.04447,4.61456,-0.12339,-3.62487,0.07086,-130.00583,60.58170,-57.84858,60
21228,16478,15.13,5714.75,5/31/2026,23:51:15.058,6330.571289,40.12936,-77.78228,19953.10,10,-3.07597,17.36352,5.89233,-0.33231,-4.21253,-1.40377,-106.75241,55.15931,-62.92020,60
21228,16479,15.13,5714.75,5/31/2026,23:51:15.058,6330.595703,40.12936,-77.78228,19953.10,10,-3.07597,17.36352,5.89233,-0.33231,-4.21253,-1.40377,-106.75241,55.15931,-62.92020,60
21229,16479,15.14,5710.96,5/31/2026,23:51:15.167,6330.680664,40.12936,-77.78228,19953.10,10,-6.91645,16.76172,7.42373,-2.03174,-5.33163,-0.91019,-94.25606,52.10464,-76.46886,60
21229,16480,15.14,5710.96,5/31/2026,23:51:15.167,6330.701171,40.12936,-77.78228,19953.10,10,-6.91645,16.76172,7.42373,-2.03174,-5.33163,-0.91019,-94.25606,52.10464,-76.46886,60
21230,16480,15.15,5710.35,5/31/2026,23:51:15.262,6330.775390,40.12936,-77.78228,19953.10,10,-3.24945,18.35774,14.07099,2.01097,-5.54543,2.21988,-103.12774,56.00702,-87.34287,60
21230,16481,15.15,5710.35,5/31/2026,23:51:15.262,6330.795898,40.12936,-77.78228,19953.10,10,-3.24945,18.35774,14.07099,2.01097,-5.54543,2.21988,-103.12774,56.00702,-87.34287,60
21231,16481,15.14,5710.27,5/31/2026,23:51:15.339,6330.852539,40.12936,-77.78228,19953.10,10,0.84347,24.22015,15.68495,1.31825,-4.17710,0.50580,-102.48466,51.12540,-87.09441,60
21231,16482,15.14,5710.27,5/31/2026,23:51:15.339,6330.876953,40.12936,-77.78228,19953.10,10,0.84347,24.22015,15.68495,1.31825,-4.17710,0.50580,-102.48466,51.12540,-87.09441,60
21232,16482,15.14,5710.93,5/31/2026,23:51:15.426,6330.939453,40.12936,-77.78228,19953.10,10,-2.86301,18.60300,6.88774,1.88757,-4.21741,0.46914,-103.66851,49.54692,-78.99737,60
21232,16483,15.14,5710.93,5/31/2026,23:51:15.426,6330.959960,40.12936,-77.78228,19953.10,10,-2.86301,18.60300,6.88774,1.88757,-4.21741,0.46914,-103.66851,49.54692,-78.99737,60
21233,16483,15.14,5710.23,5/31/2026,23:51:15.495,6331.008789,40.12936,-77.78228,19953.10,10,-6.00000,23.90071,9.00180,2.05617,-3.60533,-2.04762,-97.70535,51.15463,-78.16428,60
21233,16484,15.14,5710.23,5/31/2026,23:51:15.495,6331.029296,40.12936,-77.78228,19953.10,10,-6.00000,23.90071,9.00180,2.05617,-3.60533,-2.04762,-97.70535,51.15463,-78.16428,60
21234,16484,15.14,5709.78,5/31/2026,23:51:15.553,6331.066406,40.12936,-77.78228,19953.10,10,-5.91984,16.72464,7.81017,2.09649,-4.05370,-0.75869,-95.45454,59.04706,-80.19585,60
21235,16484,15.14,5710.69,5/31/2026,23:51:15.588,6331.101562,40.12936,-77.78228,19953.10,10,-4.62772,15.84049,8.10090,0.90286,-4.04393,-0.47770,-97.73457,57.51242,-82.60742,60
21235,16485,15.14,5710.69,5/31/2026,23:51:15.588,6331.122070,40.12936,-77.78228,19953.10,10,-4.62772,15.84049,8.10090,0.90286,-4.04393,-0.47770,-97.73457,57.51242,-82.60742,60
21236,16485,15.14,5708.60,5/31/2026,23:51:15.646,6331.159179,40.12936,-77.78228,19953.10,10,-1.55055,16.09891,9.51626,2.16491,-3.32433,-1.49173,-91.12832,59.38322,-84.81438,60
21237,16485,15.14,5708.60,5/31/2026,23:51:15.687,6331.200195,40.12936,-77.78228,19953.10,10,0.27278,14.49811,9.55574,3.41229,-3.07876,-1.60169,-89.71060,59.69015,-78.44197,60
21237,16486,15.14,5708.60,5/31/2026,23:51:15.687,6331.220703,40.12936,-77.78228,19953.10,10,0.27278,14.49811,9.55574,3.41229,-3.07876,-1.60169,-89.71060,59.69015,-78.44197,60
21238,16486,15.14,5709.25,5/31/2026,23:51:15.813,6331.326171,40.12936,-77.78228,19953.10,10,1.14257,12.09692,6.33261,1.49784,-3.15939,-2.33595,-79.21660,69.54107,-84.11283,60
21238,16487,15.14,5709.25,5/31/2026,23:51:15.813,6331.346679,40.12936,-77.78228,19953.10,10,1.14257,12.09692,6.33261,1.49784,-3.15939,-2.33595,-79.21660,69.54107,-84.11283,60
21239,16487,15.14,5701.79,5/31/2026,23:51:15.909,6331.420898,40.12936,-77.78228,19953.10,10,-3.57727,9.92782,4.39920,0.15394,-3.35854,-3.11908,-74.34960,85.31131,-97.77842,60
21239,16488,15.14,5701.79,5/31/2026,23:51:15.909,6331.465820,40.12936,-77.78228,19953.10,10,-3.57727,9.92782,4.39920,0.15394,-3.35854,-3.11908,-74.34960,85.31131,-97.77842,60
21240,16488,15.14,5702.99,5/31/2026,23:51:17.028,6331.540039,40.12936,-77.78228,19953.10,10,-4.44347,9.69093,5.61476,-0.10018,-3.27179,-1.72875,-81.08740,95.16223,-118.97106,60
21240,16489,15.14,5702.99,5/31/2026,23:51:17.028,6331.560546,40.12936,-77.78228,19953.10,10,-4.44347,9.69093,5.61476,-0.10018,-3.27179,-1.72875,-81.08740,95.16223,-118.97106,60
21241,16489,15.14,5701.19,5/31/2026,23:51:17.151,6331.664062,40.12936,-77.78228,19953.10,10,-1.22752,5.37069,3.56890,-0.30299,-2.69147,-1.21073,-92.82373,103.36158,-130.29816,60
21241,16490,15.14,5701.19,5/31/2026,23:51:17.151,6331.684570,40.12936,-77.78228,19953.10,10,-1.22752,5.37069,3.56890,-0.30299,-2.69147,-1.21073,-92.82373,103.36158,-130.29816,60
21242,16490,15.13,5702.79,5/31/2026,23:51:17.248,6331.761718,40.12936,-77.78228,19953.10,10,0.67837,4.57747,2.74576,1.18508,-2.70247,-0.81978,-103.27390,99.16691,-134.01051,60
21242,16491,15.13,5702.79,5/31/2026,23:51:17.248,6331.806640,40.12936,-77.78228,19953.10,10,0.67837,4.57747,2.74576,1.18508,-2.70247,-0.81978,-103.27390,99.16691,-134.01051,60
21243,16491,15.14,5704.62,5/31/2026,23:51:17.368,6331.880859,40.12936,-77.78228,19953.10,10,0.49173,2.50887,1.33759,0.25412,-2.67437,-2.22477,-118.56181,98.30459,-138.92137,60
21243,16492,15.14,5704.62,5/31/2026,23:51:17.368,6331.901367,40.12936,-77.78228,19953.10,10,0.49173,2.50887,1.33759,0.25412,-2.67437,-2.22477,-118.56181,98.30459,-138.92137,60
21244,16492,15.13,5702.75,5/31/2026,23:51:17.487,6332.000000,40.12936,-77.78228,19953.10,10,-0.45583,4.45304,2.08535,0.13928,-3.11297,-2.22721,-135.73517,98.88921,-139.78368,60
21244,16493,15.13,5702.75,5/31/2026,23:51:17.487,6332.020507,40.12936,-77.78228,19953.10,10,-0.45583,4.45304,2.08535,0.13928,-3.11297,-2.22721,-135.73517,98.88921,-139.78368,60
21245,16493,15.13,5699.64,5/31/2026,23:51:17.606,6332.119140,40.12936,-77.78228,19953.10,10,-1.05045,2.55793,1.89512,1.51617,-3.61999,-1.39155,-154.58929,93.05759,-125.85500,60
21245,16494,15.13,5699.64,5/31/2026,23:51:17.606,6332.164062,40.12936,-77.78228,19953.10,10,-1.05045,2.55793,1.89512,1.51617,-3.61999,-1.39155,-154.58929,93.05759,-125.85500,60
21246,16494,15.13,5702.75,5/31/2026,23:51:17.725,6332.238281,40.12936,-77.78228,19953.10,10,-1.69292,3.34277,3.42174,-0.32254,-3.08365,-2.19667,-164.61560,82.12511,-110.49400,60
21246,16495,15.13,5702.75,5/31/2026,23:51:17.725,6332.258789,40.12936,-77.78228,19953.10,10,-1.69292,3.34277,3.42174,-0.32254,-3.08365,-2.19667,-164.61560,82.12511,-110.49400,60
21247,16495,15.13,5703.98,5/31/2026,23:51:17.844,6332.357421,40.12936,-77.78228,19953.10,10,-0.90090,5.66262,5.16850,1.06535,-2.17712,-2.40437,-157.65857,69.52645,-98.55305,60
21247,16496,15.13,5703.98,5/31/2026,23:51:17.844,6332.377929,40.12936,-77.78228,19953.10,10,-0.90090,5.66262,5.16850,1.06535,-2.17712,-2.40437,-157.65857,69.52645,-98.55305,60
21248,16496,15.13,5701.69,5/31/2026,23:51:19.012,6332.525390,40.12936,-77.78228,19953.10,10,-0.39721,8.37847,3.98884,-1.05802,-2.15269,-1.63223,-145.11838,59.85092,-85.67670,60
21248,16497,15.13,5701.69,5/31/2026,23:51:19.012,6332.545898,40.12936,-77.78228,19953.10,10,-0.39721,8.37847,3.98884,-1.05802,-2.15269,-1.63223,-145.11838,59.85092,-85.67670,60
21249,16497,15.13,5702.55,5/31/2026,23:51:19.107,6332.620117,40.12936,-77.78228,19953.10,10,-1.37827,14.67638,5.23789,1.18264,-2.61450,-1.54671,-135.07745,55.37854,-78.54428,60
21249,16498,15.13,5702.55,5/31/2026,23:51:19.107,6332.665039,40.12936,-77.78228,19953.10,10,-1.37827,14.67638,5.23789,1.18264,-2.61450,-1.54671,-135.07745,55.37854,-78.54428,60
21250,16498,15.12,5702.97,5/31/2026,23:51:19.226,6332.739257,40.12936,-77.78228,19953.10,10,-7.10070,21.94099,11.92583,-0.67317,-2.44346,-1.79839,-123.76498,53.58082,-79.02660,60
21250,16499,15.12,5702.97,5/31/2026,23:51:19.226,6332.759765,40.12936,-77.78228,19953.10,10,-7.10070,21.94099,11.92583,-0.67317,-2.44346,-1.79839,-123.76498,53.58082,-79.02660,60
21251,16499,15.13,5700.22,5/31/2026,23:51:19.345,6332.858398,40.12936,-77.78228,19953.10,10,-1.76949,17.45205,9.62274,-1.62857,-1.45386,0.31765,-118.91259,53.66852,-80.37123,60
21251,16500,15.13,5700.22,5/31/2026,23:51:19.345,6332.878906,40.12936,-77.78228,19953.10,10,-1.76949,17.45205,9.62274,-1.62857,-1.45386,0.31765,-118.91259,53.66852,-80.37123,60
21252,16500,15.13,5699.40,5/31/2026,23:51:19.464,6332.977539,40.12936,-77.78228,19953.10,10,2.38804,16.13241,5.07877,0.09896,-1.44164,-1.29381,-114.73253,53.99006,-81.04356,60
21252,16501,15.13,5699.40,5/31/2026,23:51:19.464,6333.022460,40.12936,-77.78228,19953.10,10,2.38804,16.13241,5.07877,0.09896,-1.44164,-1.29381,-114.73253,53.99006,-81.04356,60
21253,16501,15.13,5699.07,5/31/2026,23:51:19.586,6333.099609,40.12936,-77.78228,19953.10,10,-0.39362,18.57429,5.02852,-1.13254,-3.23514,-3.37442,-101.33002,56.78164,-92.85296,60
21253,16502,15.13,5699.07,5/31/2026,23:51:19.586,6333.120117,40.12936,-77.78228,19953.10,10,-0.39362,18.57429,5.02852,-1.13254,-3.23514,-3.37442,-101.33002,56.78164,-92.85296,60
21254,16502,15.13,5697.27,5/31/2026,23:51:19.705,6333.218750,40.12936,-77.78228,19953.10,10,-8.01117,29.92823,20.15235,-2.73301,-4.87837,-1.28526,-104.70623,70.57878,-124.23267,60
21254,16503,15.13,5697.27,5/31/2026,23:51:19.705,6333.239257,40.12936,-77.78228,19953.10,10,-8.01117,29.92823,20.15235,-2.73301,-4.87837,-1.28526,-104.70623,70.57878,-124.23267,60
21255,16503,15.13,5697.93,5/31/2026,23:51:19.800,6333.313476,40.12936,-77.78228,19953.10,10,-0.20937,31.03252,18.92603,-0.97738,-3.80691,1.16309,-124.51037,79.74277,-129.77200,60
21255,16504,15.13,5697.93,5/31/2026,23:51:19.800,6333.358398,40.12936,-77.78228,19953.10,10,-0.20937,31.03252,18.92603,-0.97738,-3.80691,1.16309,-124.51037,79.74277,-129.77200,60
21256,16504,15.13,5693.01,5/31/2026,23:51:19.919,6333.432617,40.12936,-77.78228,19953.10,10,-3.13819,26.71228,10.17907,-0.17837,-4.06592,0.55589,-141.17216,84.96053,-127.85735,60
21256,16505,15.13,5693.01,5/31/2026,23:51:19.919,6333.453125,40.12936,-77.78228,19953.10,10,-3.13819,26.71228,10.17907,-0.17837,-4.06592,0.55589,-141.17216,84.96053,-127.85735,60
21257,16505,15.12,5691.17,5/31/2026,23:51:21.022,6333.535156,40.12936,-77.78228,19953.10,10,-6.09452,16.91247,8.10928,-1.13254,-4.31760,0.31276,-152.90851,84.31744,-120.79800,60
21257,16506,15.12,5691.17,5/31/2026,23:51:21.022,6333.555664,40.12936,-77.78228,19953.10,10,-6.09452,16.91247,8.10928,-1.13254,-4.31760,0.31276,-152.90851,84.31744,-120.79800,60
21258,16506,15.12,5691.17,5/31/2026,23:51:21.073,6333.585937,40.12936,-77.78228,19953.10,10,-6.14118,14.58067,8.34856,0.52168,-4.04148,1.06046,-158.11165,85.66209,-111.44402,60
