Events CW1&2,Events CW1&2&3,Temperature[C],Pressure[Pa],Date[MM/DD/YYYY],RTC[H:M:S EST],Timer[S],Latitude,Longitude,Altitude[m],Sats,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Mag x,Mag y,Mag z,Battery[]
1,0,24.91,98433.19,5/31/2026,22:5:47.419,7.350585,0.00000,0.00000,0.00,0,-0.26800,7.60080,-6.06700,0.00733,-0.04154,-0.00489,-73.64806,54.86699,-37.86904,88
2,0,24.92,98435.75,5/31/2026,22:5:48.265,7.747070,0.00000,0.00000,0.00,0,-0.27876,7.61277,-6.09213,0.10751,-0.03910,-0.00733,-73.00497,54.06314,-38.64367,88
3,0,24.94,98435.77,5/31/2026,22:5:48.607,8.406250,0.00000,0.00000,0.00,0,-0.21655,7.73121,-6.01197,0.02932,-0.04276,-0.00489,-73.06343,53.42005,-38.39521,88
4,0,24.95,98438.43,5/31/2026,22:5:48.866,8.665039,0.00000,0.00000,0.00,0,-0.22493,7.52782,-6.13280,0.10873,-0.03910,-0.00489,-72.71265,54.00468,-37.15288,88
4,1,24.95,98438.43,5/31/2026,22:5:48.866,8.670898,0.00000,0.00000,0.00,0,-0.22493,7.52782,-6.13280,0.10873,-0.03910,-0.00489,-72.71265,54.00468,-37.15288,88
5,1,25.02,98436.73,5/31/2026,22:5:55.073,14.366210,40.65044,-78.01741,332.20,8,-0.26919,7.71207,-5.90190,-0.03665,-0.04154,-0.00611,-70.54955,52.19234,-41.36217,87
6,1,25.02,98436.14,5/31/2026,22:5:55.701,14.887695,40.65045,-78.01738,332.20,8,-0.29791,8.38565,-5.26900,-0.13806,-0.04398,0.00367,-69.58492,49.15229,-42.44373,87
6,2,25.02,98436.14,5/31/2026,22:5:55.701,14.893554,40.65045,-78.01738,332.20,8,-0.29791,8.38565,-5.26900,-0.13806,-0.04398,0.00367,-69.58492,49.15229,-42.44373,87
7,2,25.08,98439.92,5/31/2026,22:6:01.378,20.191406,40.65042,-78.01737,332.20,7,-1.22273,9.62992,2.48734,0.22969,-0.44593,0.02566,-84.06898,30.44431,-89.73984,88
8,2,25.10,98433.14,5/31/2026,22:6:07.350,25.728515,40.65042,-78.01735,332.30,9,0.23210,7.94298,-5.66022,0.04520,-0.03665,-0.00122,-79.80122,52.26542,-36.26133,88
9,2,25.10,98436.31,5/31/2026,22:6:08.037,25.875976,40.65042,-78.01734,332.30,9,0.28834,7.96212,-5.67578,0.01100,-0.06109,0.00489,-79.53814,52.00233,-36.71441,88
10,2,25.13,98441.47,5/31/2026,22:6:13.424,31.376953,40.65041,-78.01733,332.30,9,1.82572,9.91107,0.59701,-0.19426,-0.49602,0.99938,-84.63899,37.69366,-66.98334,88
10,3,25.13,98441.47,5/31/2026,22:6:13.424,31.387695,40.65041,-78.01733,332.30,9,1.82572,9.91107,0.59701,-0.19426,-0.49602,0.99938,-84.63899,37.69366,-66.98334,88
11,3,25.11,98440.31,5/31/2026,22:6:18.049,35.518554,40.65041,-78.01723,332.40,8,-0.12921,9.81297,0.79322,0.02443,-0.04032,-0.00367,-76.96580,34.14206,-68.03566,88
11,4,25.11,98440.31,5/31/2026,22:6:18.049,35.528320,40.65041,-78.01723,332.40,8,-0.12921,9.81297,0.79322,0.02443,-0.04032,-0.00367,-76.96580,34.14206,-68.03566,88
12,4,25.12,98438.97,5/31/2026,22:6:20.266,37.114257,40.65042,-78.01724,332.40,8,-0.08734,9.91705,1.11864,0.02321,-0.04154,-0.00489,-77.85735,35.26746,-70.60801,88
12,5,25.12,98438.97,5/31/2026,22:6:20.266,37.124023,40.65042,-78.01724,332.40,8,-0.08734,9.91705,1.11864,0.02321,-0.04154,-0.00489,-77.85735,35.26746,-70.60801,88
13,5,25.13,98438.51,5/31/2026,22:6:21.388,38.594726,40.65042,-78.01724,332.40,8,-0.06341,9.81177,0.73819,0.03054,-0.04032,-0.00733,-77.84274,34.63899,-67.97720,88
13,6,25.13,98438.51,5/31/2026,22:6:21.388,38.605468,40.65042,-78.01724,332.40,8,-0.06341,9.81177,0.73819,0.03054,-0.04032,-0.00733,-77.84274,34.63899,-67.97720,88
14,6,25.13,98420.00,5/31/2026,22:6:23.369,40.671875,40.65042,-78.01724,332.40,7,-0.13280,9.80459,0.69751,0.02566,-0.04154,-0.00244,-73.80882,34.41976,-68.32797,88
14,7,25.13,98420.00,5/31/2026,22:6:23.369,40.681640,40.65042,-78.01724,332.40,7,-0.13280,9.80459,0.69751,0.02566,-0.04154,-0.00244,-73.80882,34.41976,-68.32797,88
15,7,25.14,98440.42,5/31/2026,22:6:26.213,42.891601,40.65040,-78.01725,332.50,7,1.65823,9.08555,1.07797,-0.01710,-0.13561,-0.67806,-81.36510,34.71207,-66.83718,88
15,8,25.14,98440.42,5/31/2026,22:6:26.213,42.901367,40.65040,-78.01725,332.50,7,1.65823,9.08555,1.07797,-0.01710,-0.13561,-0.67806,-81.36510,34.71207,-66.83718,88
16,8,25.15,98441.77,5/31/2026,22:6:27.236,43.929687,40.65040,-78.01726,332.60,7,-0.79202,9.08076,0.38046,0.06475,0.16127,-0.20769,-77.85735,32.97281,-66.82256,88
16,9,25.15,98441.77,5/31/2026,22:6:27.236,43.940429,40.65040,-78.01726,332.60,7,-0.79202,9.08076,0.38046,0.06475,0.16127,-0.20769,-77.85735,32.97281,-66.82256,88
17,9,25.15,98440.48,5/31/2026,22:6:31.110,47.798828,40.65043,-78.01740,332.80,7,-0.15434,9.92663,0.79322,0.04154,-0.04276,0.02688,-71.83572,31.96434,-64.46945,88
18,9,25.16,98441.33,5/31/2026,22:6:32.060,49.189453,40.65044,-78.01743,332.80,8,-0.13280,9.74597,0.58505,0.02810,-0.04032,-0.00122,-71.22186,34.59515,-67.08565,88
19,9,25.16,98440.23,5/31/2026,22:6:33.560,50.250000,40.65045,-78.01746,332.80,8,-0.38883,10.78206,0.27398,0.04887,-0.04765,-0.01955,-70.72494,31.97895,-65.66793,87
19,10,25.16,98440.23,5/31/2026,22:6:33.560,50.260742,40.65045,-78.01746,332.80,8,-0.38883,10.78206,0.27398,0.04887,-0.04765,-0.01955,-70.72494,31.97895,-65.66793,87
20,10,25.16,98440.40,5/31/2026,22:6:35.155,52.289062,40.65047,-78.01744,332.80,8,-0.03230,9.02334,-2.52204,-0.05620,-0.04643,-0.00244,-63.79713,37.41596,-65.79947,87
20,11,25.16,98440.40,5/31/2026,22:6:35.155,52.298828,40.65047,-78.01744,332.80,8,-0.03230,9.02334,-2.52204,-0.05620,-0.04643,-0.00244,-63.79713,37.41596,-65.79947,87
21,11,25.18,98440.01,5/31/2026,22:6:47.260,63.897460,40.65052,-78.01743,332.20,7,-0.24766,9.79263,0.17946,0.00367,-0.15760,-0.03787,-73.91113,32.51973,-63.85559,87
22,11,25.19,98439.70,5/31/2026,22:6:49.157,66.231445,40.65052,-78.01746,332.40,7,-0.11007,9.82373,0.57308,0.02443,-0.04032,-0.00489,-72.88804,33.49897,-65.03946,87
23,11,25.19,98441.77,5/31/2026,22:6:50.397,67.569335,40.65051,-78.01747,332.40,8,-0.07178,9.87877,0.65922,0.02199,-0.04032,-0.00367,-72.90266,31.86203,-63.89944,87
24,11,25.20,98438.59,5/31/2026,22:6:56.652,73.406250,40.65049,-78.01741,333.00,10,-0.13280,9.77109,0.49053,0.02443,-0.04032,-0.00489,-72.80035,33.01666,-64.10406,87
25,11,25.20,98437.01,5/31/2026,22:6:58.057,74.799804,40.65050,-78.01740,333.10,9,-0.12443,9.79382,0.52403,0.02321,-0.04032,-0.00367,-72.33265,33.26513,-64.42561,87
25,12,25.20,98437.01,5/31/2026,22:6:58.057,74.809570,40.65050,-78.01740,333.10,9,-0.12443,9.79382,0.52403,0.02321,-0.04032,-0.00367,-72.33265,33.26513,-64.42561,87
26,12,25.20,98436.15,5/31/2026,22:6:58.306,75.511718,40.65050,-78.01740,333.10,9,-0.12682,9.80100,0.51565,0.02321,-0.04032,-0.00489,-72.75650,32.81204,-64.29407,87
27,12,25.21,98436.50,5/31/2026,22:7:00.350,77.097656,40.65051,-78.01739,333.20,9,-0.13639,9.78306,0.51805,0.02443,-0.04032,-0.00367,-72.58112,33.51359,-64.07483,87
28,12,25.21,98436.27,5/31/2026,22:7:01.192,78.362304,40.65051,-78.01739,333.20,9,-0.13400,9.79861,0.52283,0.02443,-0.04032,-0.00489,-72.84419,32.30050,-63.82636,87
28,13,25.21,98436.27,5/31/2026,22:7:01.192,78.373046,40.65051,-78.01739,333.20,9,-0.13400,9.79861,0.52283,0.02443,-0.04032,-0.00489,-72.84419,32.30050,-63.82636,87
29,13,25.22,98437.09,5/31/2026,22:7:04.278,81.492187,40.65051,-78.01739,333.40,9,-0.10768,9.81895,0.56710,0.02321,-0.04032,-0.00489,-72.39111,33.06050,-64.23560,87
29,14,25.22,98437.09,5/31/2026,22:7:04.278,81.501953,40.65051,-78.01739,333.40,9,-0.10768,9.81895,0.56710,0.02321,-0.04032,-0.00489,-72.39111,33.06050,-64.23560,87
30,14,25.22,98435.61,5/31/2026,22:7:05.450,82.637695,40.65051,-78.01738,333.40,10,-0.12562,9.80220,0.52164,0.02443,-0.04032,-0.00489,-72.78574,32.46127,-64.51330,87
30,15,25.22,98435.61,5/31/2026,22:7:05.450,82.647460,40.65051,-78.01738,333.40,10,-0.12562,9.80220,0.52164,0.02443,-0.04032,-0.00489,-72.78574,32.46127,-64.51330,87
31,15,25.22,98438.64,5/31/2026,22:7:06.304,83.040039,40.65051,-78.01738,333.40,10,-0.12443,9.78425,0.50010,0.02443,-0.04032,-0.00489,-72.12803,33.58667,-65.12715,87
31,16,25.22,98438.64,5/31/2026,22:7:06.304,83.050781,40.65051,-78.01738,333.40,10,-0.12443,9.78425,0.50010,0.02443,-0.04032,-0.00489,-72.12803,33.58667,-65.12715,87
32,16,25.23,98437.73,5/31/2026,22:7:09.157,86.318359,40.65051,-78.01736,333.50,10,-0.12562,9.77707,0.50369,0.02321,-0.04032,-0.00489,-72.88804,33.49897,-63.97252,87
33,16,25.24,98435.36,5/31/2026,22:7:12.168,89.340820,40.65051,-78.01734,333.60,10,-0.12084,9.80459,0.53480,0.02321,-0.04032,-0.00489,-72.97574,32.51973,-64.33791,87
34,16,25.24,98437.26,5/31/2026,22:7:12.479,89.651367,40.65051,-78.01734,333.60,10,-0.11964,9.80579,0.52522,0.02443,-0.04032,-0.00367,-73.00497,32.66589,-64.29407,87
35,16,25.24,98435.36,5/31/2026,22:7:13.048,89.761718,40.65051,-78.01734,333.60,9,-0.13519,9.80220,0.52403,0.02321,-0.04032,-0.00367,-73.04881,31.67202,-65.01022,87
35,17,25.24,98435.36,5/31/2026,22:7:13.048,89.771484,40.65051,-78.01734,333.60,9,-0.13519,9.80220,0.52403,0.02321,-0.04032,-0.00367,-73.04881,31.67202,-65.01022,87
36,17,25.25,98432.76,5/31/2026,22:7:14.368,91.186523,40.65050,-78.01734,333.60,9,-0.14596,9.79502,0.51565,0.02443,-0.04032,-0.00489,-72.66881,32.79742,-64.04559,87
36,18,25.25,98432.76,5/31/2026,22:7:14.368,91.196289,40.65050,-78.01734,333.60,9,-0.14596,9.79502,0.51565,0.02443,-0.04032,-0.00489,-72.66881,32.79742,-64.04559,87
37,18,25.25,98439.20,5/31/2026,22:7:15.345,92.083984,40.65050,-78.01734,333.60,9,-0.10887,9.86441,0.59342,0.02199,-0.03910,-0.00367,-72.78574,32.70973,-64.60099,87
38,18,25.26,98434.63,5/31/2026,22:7:17.260,93.958984,40.65049,-78.01733,333.50,9,-0.13639,9.77827,0.50130,0.02566,-0.04032,-0.00489,-72.66881,31.26279,-64.10406,87
38,19,25.26,98434.63,5/31/2026,22:7:17.260,93.968750,40.65049,-78.01733,333.50,9,-0.13639,9.77827,0.50130,0.02566,-0.04032,-0.00489,-72.66881,31.26279,-64.10406,87
39,19,25.26,98438.03,5/31/2026,22:7:17.008,94.156250,40.65049,-78.01733,333.50,9,-0.13759,9.77588,0.50130,0.02443,-0.04154,-0.00367,-72.82958,34.40514,-66.01871,87
39,20,25.26,98438.03,5/31/2026,22:7:17.008,94.166015,40.65049,-78.01733,333.50,9,-0.13759,9.77588,0.50130,0.02443,-0.04154,-0.00367,-72.82958,34.40514,-66.01871,87
40,20,25.26,98436.31,5/31/2026,22:7:17.075,94.223632,40.65049,-78.01733,333.50,9,-0.11964,9.79382,0.52881,0.02443,-0.03910,-0.00489,-72.06956,33.36744,-63.63636,87
40,21,25.26,98436.31,5/31/2026,22:7:17.075,94.233398,40.65049,-78.01733,333.50,9,-0.11964,9.79382,0.52881,0.02443,-0.03910,-0.00489,-72.06956,33.36744,-63.63636,87
41,21,25.26,98435.73,5/31/2026,22:7:18.184,95.318359,40.65049,-78.01733,333.50,9,-0.12203,9.81177,0.55992,0.02199,-0.04154,-0.00489,-72.87343,32.81204,-65.34639,87
41,22,25.26,98435.73,5/31/2026,22:7:18.184,95.329101,40.65049,-78.01733,333.50,9,-0.12203,9.81177,0.55992,0.02199,-0.04154,-0.00489,-72.87343,32.81204,-65.34639,87
42,22,25.30,98442.11,5/31/2026,22:7:28.433,105.086914,40.65049,-78.01732,333.20,8,-0.16391,9.80818,0.40080,0.02321,-0.03543,0.00000,-71.11955,32.41742,-63.95790,86
42,23,25.30,98442.11,5/31/2026,22:7:28.433,105.096679,40.65049,-78.01732,333.20,8,-0.16391,9.80818,0.40080,0.02321,-0.03543,0.00000,-71.11955,32.41742,-63.95790,86
43,23,25.31,98441.12,5/31/2026,22:7:30.497,107.585937,40.65050,-78.01732,333.20,9,-0.11007,9.79861,0.55633,0.02321,-0.04032,-0.00244,-72.85881,32.92897,-64.70330,86
43,24,25.31,98441.12,5/31/2026,22:7:30.497,107.595703,40.65050,-78.01732,333.20,9,-0.11007,9.79861,0.55633,0.02321,-0.04032,-0.00244,-72.85881,32.92897,-64.70330,86
44,24,25.32,98441.75,5/31/2026,22:7:31.395,108.496093,40.65049,-78.01731,333.20,9,-0.07896,9.73640,0.57547,0.02199,-0.04032,-0.00367,-72.77111,32.09587,-64.74715,86
44,25,25.32,98441.75,5/31/2026,22:7:31.395,108.506835,40.65049,-78.01731,333.20,9,-0.07896,9.73640,0.57547,0.02199,-0.04032,-0.00367,-72.77111,32.09587,-64.74715,86
45,25,25.32,98442.36,5/31/2026,22:7:32.448,109.544921,40.65049,-78.01731,333.10,9,-0.13639,9.78545,0.52762,0.02443,-0.04032,-0.00489,-72.44957,32.56358,-64.00175,86
45,26,25.32,98442.36,5/31/2026,22:7:32.448,109.554687,40.65049,-78.01731,333.10,9,-0.13639,9.78545,0.52762,0.02443,-0.04032,-0.00489,-72.44957,32.56358,-64.00175,86
46,26,25.33,98443.18,5/31/2026,22:7:36.470,113.556640,40.65048,-78.01732,332.90,10,-0.36012,9.77468,0.74417,-0.02566,-0.05253,-0.01955,-71.92341,32.43204,-63.66559,86
47,26,25.34,98433.14,5/31/2026,22:7:39.154,115.798828,40.65046,-78.01732,332.70,9,-0.16989,8.56870,0.83031,0.03299,-0.02443,-0.17104,-71.28033,31.86203,-65.11253,86
47,27,25.34,98433.14,5/31/2026,22:7:39.154,115.808593,40.65046,-78.01732,332.70,9,-0.16989,8.56870,0.83031,0.03299,-0.02443,-0.17104,-71.28033,31.86203,-65.11253,86
48,27,25.34,98438.64,5/31/2026,22:7:39.245,115.889648,40.65046,-78.01732,332.70,9,-0.49531,9.72922,0.64606,0.02566,-0.03910,-0.00489,-70.90032,31.70126,-64.77638,86
48,28,25.34,98438.64,5/31/2026,22:7:39.245,115.899414,40.65046,-78.01732,332.70,9,-0.49531,9.72922,0.64606,0.02566,-0.03910,-0.00489,-70.90032,31.70126,-64.77638,86
49,28,25.35,98442.16,5/31/2026,22:7:40.025,116.678710,40.65045,-78.01733,332.70,9,-0.62453,9.71366,1.07557,0.01100,0.21380,0.01588,-70.27185,32.28588,-65.05408,86
49,29,25.35,98442.16,5/31/2026,22:7:40.025,116.689453,40.65045,-78.01733,332.70,9,-0.62453,9.71366,1.07557,0.01100,0.21380,0.01588,-70.27185,32.28588,-65.05408,86
50,29,25.35,98443.50,5/31/2026,22:7:41.386,118.459960,40.65044,-78.01733,332.60,9,-0.44985,9.81416,0.74178,0.02321,-0.04032,-0.00367,-71.83572,33.64513,-64.80561,86
50,30,25.35,98443.50,5/31/2026,22:7:41.386,118.469726,40.65044,-78.01733,332.60,9,-0.44985,9.81416,0.74178,0.02321,-0.04032,-0.00367,-71.83572,33.64513,-64.80561,86
51,30,25.36,98440.10,5/31/2026,22:7:42.365,119.479492,40.65044,-78.01733,332.60,9,-0.46780,9.75075,0.66281,0.02443,-0.03910,-0.00489,-71.66032,33.54282,-65.33177,86
51,31,25.36,98440.10,5/31/2026,22:7:42.365,119.489257,40.65044,-78.01733,332.60,9,-0.46780,9.75075,0.66281,0.02443,-0.03910,-0.00489,-71.66032,33.54282,-65.33177,86
52,31,25.39,98442.03,5/31/2026,22:7:50.043,126.644531,40.65044,-78.01733,331.90,9,-0.21535,9.79502,0.64726,0.02199,-0.04276,-0.00733,-73.00497,32.92897,-64.45483,86
52,32,25.39,98442.03,5/31/2026,22:7:50.043,126.655273,40.65044,-78.01733,331.90,9,-0.21535,9.79502,0.64726,0.02199,-0.04276,-0.00733,-73.00497,32.92897,-64.45483,86
53,32,25.41,98439.23,5/31/2026,22:7:55.243,132.296875,40.65044,-78.01736,332.10,8,-0.20100,9.77827,0.67956,0.02199,-0.04032,-0.00489,-72.88804,33.64513,-64.48406,86
53,33,25.41,98439.23,5/31/2026,22:7:55.243,132.306640,40.65044,-78.01736,332.10,8,-0.20100,9.77827,0.67956,0.02199,-0.04032,-0.00489,-72.88804,33.64513,-64.48406,86
54,33,25.41,98440.41,5/31/2026,22:7:57.207,133.820312,40.65047,-78.01733,332.00,9,-0.19502,9.78545,0.66999,0.02321,-0.03910,-0.00367,-73.03419,33.27974,-64.63022,86
54,34,25.41,98440.41,5/31/2026,22:7:57.207,133.830078,40.65047,-78.01733,332.00,9,-0.19502,9.78545,0.66999,0.02321,-0.03910,-0.00367,-73.03419,33.27974,-64.63022,86
55,34,25.42,98442.75,5/31/2026,22:7:59.318,136.340820,40.65046,-78.01734,332.20,7,-0.20339,9.78664,0.68195,0.02443,-0.04032,-0.00489,-72.43496,34.09822,-64.74715,86
55,35,25.42,98442.75,5/31/2026,22:7:59.318,136.351562,40.65046,-78.01734,332.20,7,-0.20339,9.78664,0.68195,0.02443,-0.04032,-0.00489,-72.43496,34.09822,-64.74715,86
56,35,25.43,98442.87,5/31/2026,22:8:01.289,137.870117,40.65046,-78.01733,332.30,7,-0.23569,9.81536,0.58505,0.02688,-0.04032,-0.00489,-72.53727,32.95820,-65.27331,86
56,36,25.43,98442.87,5/31/2026,22:8:01.289,137.879882,40.65046,-78.01733,332.30,7,-0.23569,9.81536,0.58505,0.02688,-0.04032,-0.00489,-72.53727,32.95820,-65.27331,86
57,36,25.45,98442.16,5/31/2026,22:8:03.208,140.242187,40.65047,-78.01734,332.40,9,-0.19860,9.73759,0.66281,0.02443,-0.04032,-0.00367,-72.78574,32.40281,-66.54487,87
58,36,25.44,98442.26,5/31/2026,22:8:04.286,141.440429,40.65047,-78.01734,332.40,10,-0.19621,9.77588,0.68195,0.02321,-0.04032,-0.00489,-73.03419,32.95820,-64.98100,87
58,37,25.44,98442.26,5/31/2026,22:8:04.286,141.450195,40.65047,-78.01734,332.40,10,-0.19621,9.77588,0.68195,0.02321,-0.04032,-0.00489,-73.03419,32.95820,-64.98100,87
59,37,25.49,98442.31,5/31/2026,22:8:15.040,151.634765,40.65046,-78.01735,332.50,9,-0.18066,9.68375,0.54676,0.02443,-0.03421,-0.00977,-72.37650,32.60743,-64.84946,86
59,38,25.49,98442.31,5/31/2026,22:8:15.040,151.645507,40.65046,-78.01735,332.50,9,-0.18066,9.68375,0.54676,0.02443,-0.03421,-0.00977,-72.37650,32.60743,-64.84946,86
60,38,25.50,98439.67,5/31/2026,22:8:16.000,152.578125,40.65046,-78.01736,332.50,9,-0.23689,9.77827,0.71186,0.02199,-0.03910,-0.00855,-72.44957,32.38819,-64.96638,86
60,39,25.50,98439.67,5/31/2026,22:8:16.000,152.587890,40.65046,-78.01736,332.50,9,-0.23689,9.77827,0.71186,0.02199,-0.03910,-0.00855,-72.44957,32.38819,-64.96638,86
61,39,25.50,98441.14,5/31/2026,22:8:16.368,152.947265,40.65046,-78.01736,332.50,9,-0.12203,9.66461,0.57906,0.04276,-0.04398,0.02810,-72.46420,33.11897,-66.23794,86
61,40,25.50,98441.14,5/31/2026,22:8:16.368,152.957031,40.65046,-78.01736,332.50,9,-0.12203,9.66461,0.57906,0.04276,-0.04398,0.02810,-72.46420,33.11897,-66.23794,86
62,40,25.51,98445.28,5/31/2026,22:8:19.321,156.303710,40.65046,-78.01736,332.50,8,1.28255,19.87598,-2.87617,0.14539,0.53390,1.08978,-74.02805,32.49050,-64.68868,86
62,41,25.51,98445.28,5/31/2026,22:8:19.321,156.314453,40.65046,-78.01736,332.50,8,1.28255,19.87598,-2.87617,0.14539,0.53390,1.08978,-74.02805,32.49050,-64.68868,86
63,41,25.52,98439.23,5/31/2026,22:8:22.005,158.559570,40.65046,-78.01737,332.50,8,-1.17607,8.79602,1.84846,-0.53145,-0.12339,0.26023,-75.06577,30.98509,-68.67875,86
63,42,25.52,98439.23,5/31/2026,22:8:22.005,158.569335,40.65046,-78.01737,332.50,8,-1.17607,8.79602,1.84846,-0.53145,-0.12339,0.26023,-75.06577,30.98509,-68.67875,86
64,42,25.53,98448.88,5/31/2026,22:8:23.530,160.526367,40.65045,-78.01736,332.50,9,-0.23450,9.76631,0.83510,0.02077,0.03665,0.00000,-76.13271,32.65127,-65.98948,86
65,42,25.54,98437.29,5/31/2026,22:8:26.034,162.555664,40.65044,-78.01734,332.40,7,-0.19143,9.88236,0.72622,0.03299,-0.03910,-0.00367,-76.42502,32.66589,-67.59719,86
65,43,25.54,98437.29,5/31/2026,22:8:26.034,162.565429,40.65044,-78.01734,332.40,7,-0.19143,9.88236,0.72622,0.03299,-0.03910,-0.00367,-76.42502,32.66589,-67.59719,86
66,43,25.54,98442.88,5/31/2026,22:8:26.148,163.132812,40.65044,-78.01734,332.40,7,-0.18425,9.77229,0.74536,0.02321,-0.03910,-0.00367,-76.23502,32.85589,-66.83718,86
67,43,25.54,98444.28,5/31/2026,22:8:26.217,163.201171,40.65044,-78.01734,332.40,7,-0.16989,9.76511,0.75015,0.02443,-0.04032,-0.00489,-76.46886,33.42590,-67.30488,86
67,44,25.54,98444.28,5/31/2026,22:8:26.217,163.210937,40.65044,-78.01734,332.40,7,-0.16989,9.76511,0.75015,0.02443,-0.04032,-0.00489,-76.46886,33.42590,-67.30488,86
68,44,25.55,98440.98,5/31/2026,22:8:28.116,165.096679,40.65043,-78.01734,332.40,7,-0.18066,9.82134,0.73699,0.02321,-0.03665,-0.00489,-75.66501,32.73896,-66.36948,86
68,45,25.55,98440.98,5/31/2026,22:8:28.116,165.106445,40.65043,-78.01734,332.40,7,-0.18066,9.82134,0.73699,0.02321,-0.03665,-0.00489,-75.66501,32.73896,-66.36948,86
69,45,25.56,98440.48,5/31/2026,22:8:30.166,167.142578,40.65044,-78.01733,332.40,7,-0.25244,9.76152,0.64008,0.01588,-0.04032,-0.01100,-75.34347,31.89126,-66.01871,86
69,46,25.56,98440.48,5/31/2026,22:8:30.166,167.153320,40.65044,-78.01733,332.40,7,-0.25244,9.76152,0.64008,0.01588,-0.04032,-0.01100,-75.34347,31.89126,-66.01871,86
70,46,25.56,98440.72,5/31/2026,22:8:31.034,167.599609,40.65044,-78.01733,332.50,8,-0.21176,9.76631,0.73819,0.02443,-0.03910,-0.00367,-75.24116,32.16895,-66.06255,86
70,47,25.56,98440.72,5/31/2026,22:8:31.034,167.609375,40.65044,-78.01733,332.50,8,-0.21176,9.76631,0.73819,0.02443,-0.03910,-0.00367,-75.24116,32.16895,-66.06255,86
71,47,25.57,98439.31,5/31/2026,22:8:33.151,169.688476,40.65044,-78.01730,332.40,8,-0.43549,9.85963,0.43908,0.01833,-0.18448,-0.01833,-75.05116,32.05203,-66.15025,86
71,48,25.57,98439.31,5/31/2026,22:8:33.151,169.698242,40.65044,-78.01730,332.40,8,-0.43549,9.85963,0.43908,0.01833,-0.18448,-0.01833,-75.05116,32.05203,-66.15025,86
72,48,25.57,98440.94,5/31/2026,22:8:33.217,169.753906,40.65044,-78.01730,332.40,8,-0.08255,9.83689,0.77767,0.02077,-0.04032,-0.00489,-75.16808,32.15434,-66.20871,86
72,49,25.57,98440.94,5/31/2026,22:8:33.217,169.764648,40.65044,-78.01730,332.40,8,-0.08255,9.83689,0.77767,0.02077,-0.04032,-0.00489,-75.16808,32.15434,-66.20871,86
73,49,25.58,98440.56,5/31/2026,22:8:34.342,171.041015,40.65044,-78.01729,332.40,8,-0.20578,9.78425,0.74417,0.02321,-0.03910,-0.00367,-74.58345,33.13358,-67.24642,86
73,50,25.58,98440.56,5/31/2026,22:8:34.342,171.050781,40.65044,-78.01729,332.40,8,-0.20578,9.78425,0.74417,0.02321,-0.03910,-0.00367,-74.58345,33.13358,-67.24642,86
74,50,25.57,98440.84,5/31/2026,22:8:35.008,172.069335,40.65045,-78.01729,332.50,8,-0.22971,9.81057,0.75015,0.02321,-0.04032,-0.00489,-74.81730,33.00204,-66.39871,86
75,50,25.59,98442.27,5/31/2026,22:8:37.304,174.239257,40.65045,-78.01728,332.60,6,-0.60419,9.85963,0.06700,0.02932,-0.42516,-0.04276,-73.94037,32.82666,-66.50102,86
75,51,25.59,98442.27,5/31/2026,22:8:37.304,174.249023,40.65045,-78.01728,332.60,6,-0.60419,9.85963,0.06700,0.02932,-0.42516,-0.04276,-73.94037,32.82666,-66.50102,86
76,51,25.59,98441.41,5/31/2026,22:8:39.277,175.780273,40.65045,-78.01728,332.60,7,-0.18066,9.79263,0.66760,0.03054,-0.03910,-0.00367,-73.75037,32.32973,-66.36948,86
76,52,25.59,98441.41,5/31/2026,22:8:39.277,175.790039,40.65045,-78.01728,332.60,7,-0.18066,9.79263,0.66760,0.03054,-0.03910,-0.00367,-73.75037,32.32973,-66.36948,86
77,52,25.60,98443.16,5/31/2026,22:8:39.328,175.831054,40.65045,-78.01728,332.60,7,-0.19143,9.81177,0.72622,0.01833,-0.03543,-0.01955,-73.53113,33.22128,-66.83718,86
77,53,25.60,98443.16,5/31/2026,22:8:39.328,175.840820,40.65045,-78.01728,332.60,7,-0.19143,9.81177,0.72622,0.01833,-0.03543,-0.01955,-73.53113,33.22128,-66.83718,86
78,53,25.60,98444.00,5/31/2026,22:8:41.081,177.577148,40.65044,-78.01728,332.70,7,-0.20578,9.74716,0.67238,0.02688,-0.04032,-0.00367,-74.24729,34.03975,-66.50102,86
78,54,25.60,98444.00,5/31/2026,22:8:41.081,177.586914,40.65044,-78.01728,332.70,7,-0.20578,9.74716,0.67238,0.02688,-0.04032,-0.00367,-74.24729,34.03975,-66.50102,86
79,54,25.61,98443.97,5/31/2026,22:8:42.000,178.495117,40.65044,-78.01729,332.70,8,-0.26082,9.74357,1.01695,0.00611,-0.04032,-0.00489,-73.34113,33.95206,-67.65565,86
79,55,25.61,98443.97,5/31/2026,22:8:42.000,178.505859,40.65044,-78.01729,332.70,8,-0.26082,9.74357,1.01695,0.00611,-0.04032,-0.00489,-73.34113,33.95206,-67.65565,86
80,55,25.61,98444.66,5/31/2026,22:8:43.700,180.646484,40.65044,-78.01728,332.70,8,-0.36610,10.20180,0.01077,0.51679,-0.09529,-0.49602,-71.82110,28.45659,-71.45571,86
